Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
2597.25,1,,68.9,40.9,1,0,,70.82,43.44,1,0
2597.36,1,,68.71,41.72,1,0,,70.54,43.44,1,0
2597.58,1,,68.48,41.33,1,0,,70.68,43.35,1,0
2597.58,1,,68.48,41.33,1,0,,70.68,43.35,1,0
2597.65,1,,68.48,41.33,1,0,,70.9,42.51,1,0
2597.75,1,,68.31,41.18,1,0,,70.62,43.48,1,0
2597.84,1,,68.41,41.87,1,0,,70.31,43.7,1,0
2597.99,1,,68.41,41.87,1,0,,70.5,43.53,1,0
2598.06,1,,68.41,41.87,1,0,,70.78,43.67,1,0
2598.72,1,,68.57,41.42,1,0,,71.03,43.22,1,0
2598.74,1,,68.57,41.42,1,0,,70.93,43.42,1,0
2598.74,1,,68.57,41.42,1,0,,70.43,43.64,1,0
2598.74,1,,68.57,41.42,1,0,,70.55,43.58,1,0
2598.75,1,,68.57,41.42,1,0,,70.11,43.44,1,0
2598.75,1,,68.57,41.42,1,0,,71.5,43.13,1,0
2598.75,1,,68.57,41.42,1,0,,71.3,42.85,1,0
2598.84,1,,68.57,41.42,1,0,,70.35,43.34,1,0
2598.92,1,,68.66,42.02,1,0,,69.59,43.15,1,0
2599.05,1,,68.66,42.02,1,0,,70.79,43.44,1,0
2599.13,1,,68.87,41.58,1,0,,70.2,43.2,1,0
2599.34,1,,69.43,41.84,1,0,,70.66,43.15,1,0
2599.34,1,,69.43,41.84,1,0,,72.46,43.69,1,0
2599.43,1,,68.84,42.17,1,0,,70.23,43.68,1,0
2599.64,1,,67.92,41.66,1,0,,70,43.62,1,0
2599.64,1,,67.92,41.66,1,0,,71.88,43.55,1,0
2599.85,1,,68.45,41.91,1,0,,70.67,43.31,1,0
2599.85,1,,68.45,41.91,1,0,,70.29,43.19,1,0
2599.94,1,,68.6,42.01,1,0,,70.15,43.69,1,0
2600.03,1,,68.6,42.01,1,0,,70.63,43.76,1,0
2600.16,1,,68.69,41.97,1,0,,71.17,43.63,1,0
2600.24,1,,70.65,41.29,1,0,,70.49,43.46,1,0
2600.33,1,,68.85,41.52,1,0,,71.38,43.55,1,0
2600.42,1,,69.28,41.59,1,0,,70.44,43.42,1,0
2600.51,1,,69.28,41.59,1,0,,70.95,43.59,1,0
2600.75,1,,68.32,41.66,1,0,,70.48,43.65,1,0
2600.75,1,,68.32,41.66,1,0,,71.4,43.31,1,0
2600.81,1,,68.32,41.66,1,0,,70.82,43.08,1,0
2600.99,1,,68.55,41.43,1,0,,70.92,42.78,1,0
2601.02,1,,68.37,42.01,1,0,,71.43,43.34,1,0
2601.11,1,,68.37,42.01,1,0,,71.26,43.53,1,0
2601.23,1,,69.04,41.8,1,0,,69.98,42.9,1,0
2601.32,1,,68.65,41.59,1,0,,71.25,43.12,1,0
2601.41,1,,69.37,41.43,1,0,,71.1,43.04,1,0
2601.5,1,,69.37,41.43,1,0,,70.81,43.21,1,0
2601.74,1,,69.1,41.84,1,0,,71.33,43.94,1,0
2601.74,1,,69.1,41.84,1,0,,71.33,43.94,1,0
2601.8,1,,69.1,41.84,1,0,,70.98,43.47,1,0
2601.92,1,,68.88,41.37,1,0,,70.75,43.31,1,0
2602.09,1,,68.22,41.15,1,0,,70.46,43.03,1,0
2602.1,1,,68.24,41.24,1,0,,71.1,43.51,1,0
2602.19,1,,68.24,41.24,1,0,,68.91,43.2,1,0
2602.34,1,,68.4,41.47,1,0,,70.26,43.53,1,0
2602.4,1,,68.92,41.35,1,0,,70.74,43.33,1,0
2602.53,1,,68.92,41.35,1,0,,70.76,43.16,1,0
2602.61,1,,68.12,41.46,1,0,,71.14,43.7,1,0
2602.82,1,,68,41.63,1,0,,71.41,43.61,1,0
2602.82,1,,68,41.63,1,0,,71.22,43.49,1,0
2602.91,1,,68.51,41.42,1,0,,69.62,43.55,1,0
2603.12,1,,68.63,41.06,1,0,,70.95,42.99,1,0
2603.12,1,,68.63,41.06,1,0,,71.66,42.91,1,0
2603.25,1,,68.63,41.06,1,0,,71.78,43.46,1,0
2603.32,1,,68.73,41.9,1,0,,71.53,43.56,1,0
2604,1,,68.87,41.45,1,0,,71.39,42.91,1,0
2604,1,,68.87,41.45,1,0,,71.39,42.91,1,0
2604,1,,68.87,41.45,1,0,,71.39,42.91,1,0
2604,1,,68.87,41.45,1,0,,71.39,42.91,1,0
2604,1,,68.87,41.45,1,0,,71.11,43.58,1,0
2604,1,,68.87,41.45,1,0,,71.11,43.58,1,0
2604,1,,68.87,41.45,1,0,,71.11,43.58,1,0
2604.12,1,,68.87,41.45,1,0,,70.87,43.27,1,0
2604.32,1,,68.4,41.49,1,0,,70.19,43.22,1,0
2604.33,1,,68.4,41.49,1,0,,70.85,43.6,1,0
2604.44,1,,68.44,41.41,1,0,,70.75,43.69,1,0
2604.5,1,,68.44,41.41,1,0,,71.01,43.16,1,0
2604.6,1,,68.44,41.41,1,0,,70.85,43.44,1,0
2604.76,1,,68.41,41.1,1,0,,71.72,43.2,1,0
2604.77,1,,68.41,41.1,1,0,,72.75,43.16,1,0
2605.01,1,,68.3,41.48,1,0,,70.97,43.7,1,0
2605.01,1,,68.3,41.48,1,0,,71.3,43.7,1,0
2605.08,1,,68.3,41.48,1,0,,71.54,43.47,1,0
2605.19,1,,68.57,41.07,1,0,,71.39,43.32,1,0
2605.28,1,,68.57,41.07,1,0,,70.93,43.1,1,0
2605.39,1,,69.53,41.07,1,0,,70.97,43.41,1,0
2605.58,1,,69.22,41.49,1,0,,71.55,43.66,1,0
2605.58,1,,69.22,41.49,1,0,,70.31,43.48,1,0
2605.67,1,,69.5,41.25,1,0,,70.82,43.36,1,0
2605.78,1,,69.5,41.25,1,0,,70.82,42.65,1,0
2606,1,,68.83,41.63,1,0,,71.03,42.94,1,0
2606,1,,68.83,41.63,1,0,,70.62,43.56,1,0
2606.07,1,,68.83,41.63,1,0,,70.46,43.73,1,0
2606.19,1,,67.92,41.36,1,0,,71.66,43.95,1,0
2606.29,1,,67.92,41.36,1,0,,70.83,43.42,1,0
2606.37,1,,68.59,40.49,1,0,,71.12,43.12,1,0
2606.5,1,,68.59,40.49,1,0,,71.34,43.3,1,0
2606.6,1,,68.52,41.49,1,0,,72.16,43.55,1,0
2606.67,1,,67.77,41.39,1,0,,71.41,43.5,1,0
2606.81,1,,67.77,41.39,1,0,,71.43,43.23,1,0
2606.93,1,,68.76,41.07,1,0,,71.22,43.22,1,0
2607.14,1,,68.93,41.32,1,0,,71.02,42.94,1,0
2607.14,1,,68.93,41.32,1,0,,71.02,42.94,1,0
2607.19,1,,68.93,41.32,1,0,,71.13,43.5,1,0
2607.26,1,,68.63,41.36,1,0,,70.73,43.41,1,0
2607.36,1,,68.63,41.36,1,0,,71.19,43.26,1,0
2607.57,1,,68.82,40.83,1,0,,69.42,43.39,1,0
2607.57,1,,68.82,40.83,1,0,,71.35,42.91,1,0
2607.65,1,,69.58,41.38,1,0,,70.76,43.44,1,0
2607.86,1,,68.05,41.32,1,0,,71.02,43.54,1,0
2607.86,1,,68.05,41.32,1,0,,71.02,43.54,1,0
2608.05,1,,68.86,41.15,1,0,,70.84,43.3,1,0
2608.05,1,,68.86,41.15,1,0,,70.01,42.78,1,0
2608.32,1,,68.15,41.62,1,0,,70.04,43.2,1,0
2608.32,1,,68.15,41.62,1,0,,70.59,43.56,1,0
2608.34,1,,69.02,41.6,1,0,,70.58,43.54,1,0
2608.55,1,,68.7,41.23,1,0,,71.24,43.87,1,0
2608.55,1,,68.7,41.23,1,0,,71.13,43.23,1,0
2609.29,1,,68.56,40.93,1,0,,70.12,43.55,1,0
2609.29,1,,68.56,40.93,1,0,,71.09,43.34,1,0
2609.29,1,,68.56,40.93,1,0,,70.25,43.66,1,0
2609.29,1,,68.56,40.93,1,0,,70.25,43.66,1,0
2609.29,1,,68.56,40.93,1,0,,71.49,43.38,1,0
2609.29,1,,68.56,40.93,1,0,,71.49,43.38,1,0
2609.29,1,,68.56,40.93,1,0,,71.49,43.38,1,0
2609.33,1,,68.56,40.93,1,0,,69.69,43.03,1,0
2610.12,1,,70.81,41.83,1,0,,70.81,43.96,1,0
2610.12,1,,70.81,41.83,1,0,,71.28,43.42,1,0
2610.12,1,,70.81,41.83,1,0,,70.11,42.99,1,0
2610.12,1,,70.81,41.83,1,0,,71.03,43.36,1,0
2610.12,1,,68.21,41.41,1,0,,70.69,42.86,1,0
2610.13,1,,68.21,41.41,1,0,,71.35,43.28,1,0
2610.13,1,,68.21,41.41,1,0,,71.35,43.28,1,0
2610.14,1,,68.21,41.41,1,0,,69.89,43.25,1,0
2610.35,1,,68.63,41.26,1,0,,70.65,43.12,1,0
2610.35,1,,68.63,41.26,1,0,,70.65,43.12,1,0
2610.44,1,,67.86,41.11,1,0,,70.9,42.88,1,0
2610.53,1,,68.71,41.73,1,0,,71.41,43.38,1,0
2610.62,1,,68.94,41.22,1,0,,69.97,43.35,1,0
2610.78,1,,68.94,41.22,1,0,,71.17,43.67,1,0
2610.83,1,,67.66,41.37,1,0,,71.27,43.12,1,0
2610.93,1,,68.44,41.01,1,0,,70.62,42.91,1,0
2611.04,1,,68.05,41.81,1,0,,71.12,43.34,1,0
2611.21,1,,69,41.78,1,0,,70.83,43.56,1,0
2611.26,1,,69,41.78,1,0,,70.66,43.46,1,0
2611.39,1,,68.23,40.72,1,0,,71.45,43.42,1,0
2611.43,1,,68.42,41.21,1,0,,70.75,43.15,1,0
2611.52,1,,68.9,41.18,1,0,,70.82,42.98,1,0
2611.64,1,,69.05,41.54,1,0,,71.15,43.42,1,0
2611.85,1,,68.96,41.69,1,0,,71.16,43.65,1,0
2611.85,1,,68.96,41.69,1,0,,70.22,43.48,1,0
2611.91,1,,69,41.45,1,0,,70.45,43.33,1,0
2612.12,1,,68.06,41.36,1,0,,69.57,43.19,1,0
2612.13,1,,68.06,41.36,1,0,,71.03,43.26,1,0
2612.24,1,,68.06,41.36,1,0,,70.93,43.59,1,0
2612.33,1,,68.48,41.8,1,0,,69.82,43.51,1,0
2612.42,1,,68.63,41.58,1,0,,70.15,43.34,1,0
2612.51,1,,68.93,41.28,1,0,,70.35,43.09,1,0
2612.61,1,,68.93,41.28,1,0,,70.54,42.97,1,0
2612.75,1,,68.33,41.51,1,0,,70.83,43.23,1,0
2612.81,1,,69.12,41.72,1,0,,70.69,43.43,1,0
2612.9,1,,69.12,41.72,1,0,,70.75,43.38,1,0
2613.11,1,,69.42,41.63,1,0,,70.97,43.49,1,0
2613.11,1,,69.42,41.63,1,0,,70.97,43.49,1,0
2613.26,1,,68.91,41.2,1,0,,70.52,42.79,1,0
2613.32,1,,68.19,41.74,1,0,,70.95,43.3,1,0
2613.41,1,,69.25,41.85,1,0,,70.83,43.3,1,0
2613.5,1,,69.09,41.58,1,0,,71,43.14,1,0
2613.65,1,,69.09,41.58,1,0,,70.77,43.12,1,0
2613.74,1,,69.06,41.28,1,0,,70.89,42.93,1,0
2613.8,1,,68.4,41.48,1,0,,70.77,43.18,1,0
2614.61,1,,68.77,41.62,1,0,,70.99,43.09,1,0
2614.62,1,,68.77,41.62,1,0,,70.14,43.4,1,0
2614.62,1,,68.77,41.62,1,0,,70.44,43.26,1,0
2614.62,1,,68.77,41.62,1,0,,70.44,43.26,1,0
2614.62,1,,68.77,41.62,1,0,,70.44,43.26,1,0
2614.62,1,,68.77,41.62,1,0,,70.44,43.26,1,0
2614.62,1,,68.77,41.62,1,0,,70.33,43.53,1,0
2614.62,1,,68.77,41.62,1,0,,70.33,43.53,1,0
2614.82,1,,68.34,41.25,1,0,,70.14,43.2,1,0
2614.83,1,,68.34,41.25,1,0,,70.77,43,1,0
2614.94,1,,69.22,40.91,1,0,,70.9,42.52,1,0
2615,1,,69.22,40.91,1,0,,71.22,43.53,1,0
2615.09,1,,68.73,41.81,1,0,,71.26,43.49,1,0
2615.18,1,,69.48,41.62,1,0,,71.4,43.36,1,0
2615.3,1,,68.57,41.82,1,0,,71.62,43.59,1,0
2615.94,1,,68.38,41.4,1,0,,70.99,42.91,1,0
2615.94,1,,68.38,41.4,1,0,,70.99,42.91,1,0
2615.94,1,,68.38,41.4,1,0,,71.13,43.41,1,0
2615.95,1,,68.38,41.4,1,0,,70.88,43.37,1,0
2615.95,1,,68.38,41.4,1,0,,70.88,43.37,1,0
2615.95,1,,68.38,41.4,1,0,,70.24,42.82,1,0
2616,1,,68.73,41.1,1,0,,70.77,42.84,1,0
2616.08,1,,68.73,41.1,1,0,,70.33,42.65,1,0
2616.18,1,,70,41.33,1,0,,70.97,43.22,1,0
2616.29,1,,69.08,41.94,1,0,,71.01,43.6,1,0
2616.44,1,,68.64,41.37,1,0,,71,43.04,1,0
2616.53,1,,68.64,41.37,1,0,,71.33,42.89,1,0
2616.59,1,,69.06,40.55,1,0,,70.83,42.73,1,0
2616.74,1,,69.16,40.86,1,0,,70.62,42.64,1,0
2616.77,1,,68.53,41.52,1,0,,70.61,43.04,1,0
2616.89,1,,69.7,41.58,1,0,,70.11,43.13,1,0
2617.01,1,,68.93,41.37,1,0,,71.05,42.97,1,0
2617.07,1,,68.34,41.11,1,0,,70.34,42.86,1,0
2617.25,1,,64.74,40.67,1,0,,72.12,42.29,1,0
2617.29,1,,68.44,40.93,1,0,,70.18,42.53,1,0
2617.39,1,,68.44,40.93,1,0,,70.15,42.93,1,0
2617.49,1,,69.05,41.58,1,0,,70.96,43.25,1,0
2617.58,1,,68.61,41.33,1,0,,70.49,43.03,1,0
2617.67,1,,68.61,41.33,1,0,,70.61,42.93,1,0
2617.76,1,,68.23,41,1,0,,69.76,42.79,1,0
2618,1,,68.25,41.3,1,0,,70.8,42.59,1,0
2618,1,,68.25,41.3,1,0,,70.08,42.99,1,0
2618.06,1,,68.68,41.61,1,0,,70.67,43.23,1,0
2618.19,1,,68.68,41.61,1,0,,70.39,42.56,1,0
2618.28,1,,68.65,41.16,1,0,,70.69,42.94,1,0
2618.36,1,,68.77,41.01,1,0,,70.46,42.7,1,0
2618.46,1,,68.77,41.01,1,0,,70.1,42.56,1,0
2618.67,1,,69.32,41.5,1,0,,71.9,43.24,1,0
2618.67,1,,69.32,41.5,1,0,,70.57,43.1,1,0
2618.75,1,,69.09,41.36,1,0,,70.87,43.1,1,0
2618.99,1,,69.09,41.36,1,0,,70.74,42.92,1,0
2618.99,1,,69.09,41.36,1,0,,70.74,42.92,1,0
2619.05,1,,69.14,40.92,1,0,,70.72,42.52,1,0
2619.27,1,,68.33,40.96,1,0,,70.78,42.49,1,0
2619.27,1,,68.33,40.96,1,0,,71.03,42.98,1,0
2619.35,1,,68.72,41.33,1,0,,71.18,42.94,1,0
2619.45,1,,68.84,41.21,1,0,,70.61,42.8,1,0
2619.56,1,,68.9,41.52,1,0,,70.43,43.08,1,0
2619.65,1,,68.81,40.99,1,0,,70.48,42.83,1,0
2619.74,1,,69.01,41.54,1,0,,71.34,43.04,1,0
2619.9,1,,69.01,41.54,1,0,,70.78,43.16,1,0
2620.1,1,,68.66,41.15,1,0,,70.93,42.99,1,0
2620.1,1,,68.66,41.15,1,0,,70.04,42.83,1,0
2620.13,1,,68.66,41.15,1,0,,70.84,42.56,1,0
2620.28,1,,68.56,41.29,1,0,,70.91,42.75,1,0
2620.35,1,,68.62,41.7,1,0,,70.16,42.99,1,0
2620.43,1,,68.96,41.18,1,0,,70.78,42.79,1,0
2620.55,1,,68.38,41.48,1,0,,70.95,42.84,1,0
2620.67,1,,68.84,41.13,1,0,,70.66,42.13,1,0
2620.77,1,,68.71,41,1,0,,71.44,42.4,1,0
2620.85,1,,68.71,41,1,0,,70.23,42.91,1,0
2620.94,1,,69.05,41.57,1,0,,70.68,42.98,1,0
2621.03,1,,69.17,41.25,1,0,,70.78,42.81,1,0
2621.24,1,,68.59,41.05,1,0,,70.38,42.71,1,0
2621.24,1,,68.59,41.05,1,0,,70.38,42.71,1,0
2621.33,1,,71.65,41.92,1,0,,70.58,42.84,1,0
2621.42,1,,69.18,41.27,1,0,,69.34,42.66,1,0
2621.54,1,,68.87,41.37,1,0,,71.04,42.89,1,0
2621.66,1,,69.46,41.28,1,0,,70.92,42.88,1,0
2621.75,1,,68.95,41.05,1,0,,70.83,42.73,1,0
2621.87,1,,68.99,40.92,1,0,,72.17,42.97,1,0
2621.93,1,,69.04,41.59,1,0,,70.68,43.03,1,0
2622.02,1,,69.46,41.57,1,0,,70.13,43.09,1,0
2622.32,1,,66.93,40.78,1,0,,70.22,42.98,1,0
2622.32,1,,66.93,40.78,1,0,,70.22,42.98,1,0
2622.32,1,,66.93,40.78,1,0,,70.89,42.43,1,0
2622.41,1,,68.81,40.97,1,0,,70.3,42.47,1,0
2622.63,1,,69.46,41.54,1,0,,70.88,43.13,1,0
2622.63,1,,69.46,41.54,1,0,,70.88,43.13,1,0
2622.83,1,,68.87,41.13,1,0,,70.54,42.84,1,0
2622.83,1,,68.87,41.13,1,0,,69.3,43.04,1,0
2622.93,1,,68.87,41.13,1,0,,70.45,42.77,1,0
2623.01,1,,68.58,41.64,1,0,,70.43,43.08,1,0
2623.29,1,,68.58,41.64,1,0,,70.2,43.03,1,0
2623.29,1,,68.58,41.64,1,0,,70.2,43.03,1,0
2623.31,1,,69.09,41.08,1,0,,70.16,42.57,1,0
2623.5,1,,69.01,40.65,1,0,,71.02,42.06,1,0
2623.52,1,,69.12,41.36,1,0,,69.82,42.67,1,0
2623.61,1,,69.12,41.36,1,0,,70.43,42.89,1,0
2623.7,1,,69.12,41.36,1,0,,71.49,42.69,1,0
2623.94,1,,68.49,41,1,0,,70.5,42.64,1,0
2623.94,1,,68.49,41,1,0,,71.05,42.47,1,0
2624.02,1,,69.3,40.87,1,0,,69.82,42.36,1,0
2624.24,1,,69.05,41.45,1,0,,70.26,42.76,1,0
2624.24,1,,69.05,41.45,1,0,,70.62,42.78,1,0
2624.3,1,,69.1,41.27,1,0,,69.94,42.65,1,0
2624.39,1,,69.1,41.27,1,0,,69.6,42.36,1,0
2624.51,1,,68.6,40.91,1,0,,70.86,42.3,1,0
2624.6,1,,68.93,41.14,1,0,,70.25,42.62,1,0
2624.69,1,,70.83,41.1,1,0,,69.17,42.52,1,0
2624.84,1,,68.57,41.67,1,0,,70.62,42.69,1,0
2624.9,1,,68.57,41.67,1,0,,70.82,42.51,1,0
2625.05,1,,69.16,40.9,1,0,,70.66,42.35,1,0
2625.18,1,,68.55,40.75,1,0,,71.18,42.39,1,0
2625.27,1,,69.56,41.25,1,0,,70.66,42.75,1,0
2625.29,1,,68.97,41.44,1,0,,70.75,42.91,1,0
2625.51,1,,68.75,40.97,1,0,,70.3,43.18,1,0
2625.51,1,,68.75,40.97,1,0,,70.92,42.56,1,0
2625.65,1,,69.47,40.9,1,0,,70.68,42.35,1,0
2625.68,1,,67.26,40.42,1,0,,70.89,42.01,1,0
2625.8,1,,68.72,41.3,1,0,,71.05,42.8,1,0
2626.38,1,,69.18,40.92,1,0,,71.03,42.41,1,0
2626.38,1,,69.18,40.92,1,0,,70.93,42.68,1,0
2626.38,1,,69.18,40.92,1,0,,70.93,42.68,1,0
2626.38,1,,69.18,40.92,1,0,,70.45,42.33,1,0
2626.38,1,,69.18,40.92,1,0,,70.45,42.33,1,0
2626.38,1,,69.18,40.92,1,0,,70.45,42.33,1,0
2626.49,1,,68.79,41.26,1,0,,70.18,42.73,1,0
2626.58,1,,67.77,41.41,1,0,,70.42,42.53,1,0
2626.77,1,,68.81,40.32,1,0,,70.09,42.37,1,0
2626.79,1,,68.35,40.59,1,0,,70.88,42.07,1,0
2626.88,1,,69.05,40.71,1,0,,70.62,42.16,1,0
2627.09,1,,70.35,41.02,1,0,,72.45,42.28,1,0
2627.09,1,,70.35,41.02,1,0,,72.45,42.28,1,0
2627.18,1,,68.83,40.8,1,0,,70.94,42.4,1,0
2627.27,1,,68.68,40.66,1,0,,69.92,42.2,1,0
2627.43,1,,68.68,40.66,1,0,,70.16,41.99,1,0
2627.48,1,,68.89,40.61,1,0,,70.47,42.18,1,0
2627.57,1,,69.63,40.54,1,0,,69.67,42.43,1,0
2627.69,1,,68.59,40.77,1,0,,70.14,42.38,1,0
2627.78,1,,69.32,40.76,1,0,,70.72,42.35,1,0
2627.88,1,,69.32,40.76,1,0,,70.55,42.16,1,0
2628.11,1,,69.34,40.86,1,0,,70.63,41.59,1,0
2628.11,1,,69.34,40.86,1,0,,70.54,42.33,1,0
2628.27,1,,68.13,41.06,1,0,,70,42.5,1,0
2628.27,1,,68.13,41.06,1,0,,69.65,42.46,1,0
2628.51,1,,68.13,41.06,1,0,,70.68,42.3,1,0
2628.51,1,,68.13,41.06,1,0,,70.68,42.3,1,0
2628.56,1,,68.37,40.5,1,0,,69.77,42,1,0
2628.78,1,,69.18,41.21,1,0,,71.16,42.5,1,0
2628.78,1,,69.18,41.21,1,0,,70.38,42.6,1,0
2628.94,1,,68.95,41.03,1,0,,70.7,42.57,1,0
2628.98,1,,70,40.48,1,0,,69.99,41.82,1,0
2629.07,1,,68.58,40.69,1,0,,70.65,42.22,1,0
2629.16,1,,69.36,40.61,1,0,,70.73,41.98,1,0
2629.25,1,,69.33,41.06,1,0,,70.32,42.49,1,0
2629.49,1,,69.17,41.11,1,0,,68.9,42.99,1,0
2629.49,1,,69.17,41.11,1,0,,68.9,42.99,1,0
2629.55,1,,68.83,40.83,1,0,,70.38,42.35,1,0
2629.67,1,,68.94,40.73,1,0,,70.46,42.18,1,0
2629.79,1,,68.98,40.65,1,0,,69.91,42.02,1,0
2629.85,1,,69.43,41.13,1,0,,70.48,42.48,1,0
2630.04,1,,69.39,40.7,1,0,,69.91,42.2,1,0
2630.06,1,,68.85,40.97,1,0,,70.04,42.37,1,0
2630.15,1,,68.85,40.97,1,0,,70.29,42.19,1,0
2630.24,1,,68.41,40.56,1,0,,69.34,41.94,1,0
2630.37,1,,68.41,40.56,1,0,,69.45,42.13,1,0
2630.6,1,,69.48,41.11,1,0,,70.15,42.39,1,0
2630.6,1,,69.48,41.11,1,0,,70.08,42.41,1,0
2630.66,1,,68.97,40.86,1,0,,70.16,42.73,1,0
2630.76,1,,68.97,40.86,1,0,,70.25,42.11,1,0
2630.84,1,,69.55,40.58,1,0,,70.9,42.01,1,0
2631.05,1,,69.73,41.06,1,0,,70.31,42.1,1,0
2631.05,1,,69.73,41.06,1,0,,70.86,42.44,1,0
2631.14,1,,68.91,41.06,1,0,,70.66,42.45,1,0
2631.23,1,,68.91,41.06,1,0,,71.55,41.87,1,0
2631.44,1,,68.79,40.61,1,0,,70.13,42.19,1,0
2631.45,1,,68.79,40.61,1,0,,70.85,41.94,1,0
2631.53,1,,68.89,40.8,1,0,,70.12,42.35,1,0
2631.69,1,,68.89,40.8,1,0,,70.31,42.06,1,0
2631.75,1,,68.89,40.8,1,0,,70.49,42.36,1,0
2631.89,1,,68.98,40.83,1,0,,69.77,42.3,1,0
2631.98,1,,68.84,40.69,1,0,,69.62,42.2,1,0
2632.04,1,,69.25,40.46,1,0,,69.94,42.04,1,0
2632.17,1,,68.62,40.99,1,0,,70.31,42.38,1,0
2632.25,1,,68.62,40.99,1,0,,69.77,42.6,1,0
2632.34,1,,71.79,41.37,1,0,,70.67,42.57,1,0
2632.43,1,,68.96,40.83,1,0,,70.25,42.4,1,0
2632.55,1,,69.42,40.69,1,0,,70.93,42.15,1,0
2632.65,1,,69.42,40.69,1,0,,70.42,42.13,1,0
2632.76,1,,69.55,41.14,1,0,,69.8,42.56,1,0
2632.82,1,,68.68,40.81,1,0,,70.76,42.74,1,0
2632.97,1,,68.88,41.11,1,0,,70.6,42.55,1,0
2633.03,1,,68.72,40.86,1,0,,70.5,42.42,1,0
2633.28,1,,67.24,40.32,1,0,,70.24,42.2,1,0
2633.28,1,,67.24,40.32,1,0,,70.38,42.19,1,0
2633.33,1,,69.25,41.11,1,0,,70.78,42.56,1,0
2633.42,1,,69.12,41.21,1,0,,70.37,42.62,1,0
2633.51,1,,69.38,40.95,1,0,,70.56,41.87,1,0
2633.75,1,,69.01,40.65,1,0,,70.45,42.2,1,0
2633.75,1,,69.01,40.65,1,0,,70.3,42.03,1,0
2633.81,1,,69.01,40.65,1,0,,70.91,42.16,1,0
2633.94,1,,69.09,41.14,1,0,,69.62,43,1,0
2634.02,1,,68.78,41.17,1,0,,70.14,42.44,1,0
2634.15,1,,68.71,40.99,1,0,,70.18,42.28,1,0
2634.24,1,,68.71,40.99,1,0,,69.49,42.27,1,0
2634.32,1,,68.75,40.7,1,0,,69.69,41.93,1,0
2634.5,1,,68.65,41.22,1,0,,70.23,42.26,1,0
2634.5,1,,68.65,41.22,1,0,,69.56,42.21,1,0
2634.62,1,,68.65,41.22,1,0,,70.04,42.41,1,0
2634.87,1,,69.72,40.76,1,0,,69.73,42.18,1,0
2634.87,1,,69.72,40.76,1,0,,70.35,42.04,1,0
2634.93,1,,69.72,40.76,1,0,,70.29,41.76,1,0
2635.1,1,,69.01,41.38,1,0,,70.52,42.24,1,0
2635.13,1,,69.01,41.38,1,0,,70.09,42.38,1,0
2635.34,1,,69.75,40.95,1,0,,70.23,42.25,1,0
2635.34,1,,69.75,40.95,1,0,,70.23,42.25,1,0
2635.4,1,,69.26,40.81,1,0,,70.36,42.1,1,0
2635.55,1,,69.01,40.82,1,0,,70.1,42.1,1,0
2635.65,1,,69.01,40.82,1,0,,70.48,42.58,1,0
2635.73,1,,70.64,41.6,1,0,,70.09,42.7,1,0
2635.79,1,,68.94,41.17,1,0,,69.21,42.29,1,0
2636,1,,69.33,40.91,1,0,,70.85,42.61,1,0
2636,1,,69.33,40.91,1,0,,70.53,42.49,1,0
2636.09,1,,69.02,41.11,1,0,,70.68,42.83,1,0
2636.3,1,,69.09,41.41,1,0,,72.06,43.19,1,0
2636.3,1,,69.09,41.41,1,0,,69.96,42.66,1,0
2636.39,1,,69.37,41.22,1,0,,70.49,42.79,1,0
2636.51,1,,69.29,40.99,1,0,,70.37,42.46,1,0
2636.67,1,,69.29,40.99,1,0,,69.73,42.45,1,0
2636.69,1,,69.29,40.99,1,0,,69.7,43.04,1,0
2636.78,1,,69.72,41.5,1,0,,70.46,42.85,1,0
2636.93,1,,69.72,41.5,1,0,,70.9,43.44,1,0
2637.02,1,,69.25,41.03,1,0,,70.78,43.37,1,0
2637.08,1,,68.85,40.92,1,0,,70.83,43.35,1,0
2637.29,1,,68.73,41.1,1,0,,69.65,43.44,1,0
2637.29,1,,68.73,41.1,1,0,,71.02,43.36,1,0
2637.38,1,,68.73,41.1,1,0,,70.26,43.37,1,0
2637.59,1,,68.73,41.1,1,0,,71.12,43.37,1,0
2637.59,1,,68.73,41.1,1,0,,71.12,43.37,1,0
2637.75,1,,68.73,41.1,1,0,,71.01,43.2,1,0
2637.77,1,,68.73,41.1,1,0,,70.09,43,1,0
2638.01,1,,69.28,41.22,1,0,,70.82,43.68,1,0
2638.01,1,,69.28,41.22,1,0,,70.98,43.64,1,0
2638.07,1,,69.34,40.63,1,0,,70.77,43.54,1,0
2638.22,1,,68.91,40.81,1,0,,73.5,43.8,1,0
2638.28,1,,68.96,40.63,1,0,,70.98,43.31,1,0
2638.4,1,,69.82,40.94,1,0,,71.09,43.67,1,0
2638.55,1,,68.97,41.07,1,0,,71.21,43.92,1,0
2638.58,1,,67,40.76,1,0,,71.72,43.85,1,0
2638.67,1,,68.58,40.87,1,0,,71.94,43.83,1,0
