Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
2638.79,1,,70.17,40.58,1,0,,71.5,43.72,1,0
2638.88,1,,70.17,40.58,1,0,,71.51,43.52,1,0
2638.97,1,,70.17,40.58,1,0,,71.67,44.21,1,0
2639.09,1,,69.41,41.12,1,0,,70.93,44.12,1,0
2639.19,1,,69.41,41.12,1,0,,71.65,44.14,1,0
2639.34,1,,69.55,40.58,1,0,,71.79,43.98,1,0
2639.36,1,,69.61,40.31,1,0,,72.14,43.73,1,0
2639.58,1,,69.61,40.31,1,0,,72.55,44.07,1,0
2639.58,1,,69.61,40.31,1,0,,71.68,44.23,1,0
2639.66,1,,69.11,40.76,1,0,,73.15,44.23,1,0
2639.88,1,,69.93,40.06,1,0,,72.83,44.11,1,0
2639.88,1,,69.93,40.06,1,0,,72.83,44.11,1,0
2640.08,1,,68.82,40.44,1,0,,72.36,43.89,1,0
2640.08,1,,68.82,40.44,1,0,,71.36,43.67,1,0
2640.24,1,,70.11,41.08,1,0,,71.89,44.4,1,0
2640.26,1,,69.04,40.58,1,0,,72.62,44.42,1,0
2640.38,1,,69.14,40.44,1,0,,71.83,44.4,1,0
2640.59,1,,68.41,40.15,1,0,,72.39,44.72,1,0
2640.59,1,,68.41,40.15,1,0,,71.33,43.95,1,0
2640.65,1,,68.91,40.62,1,0,,73.17,44.56,1,0
2640.86,1,,69.73,40.51,1,0,,72.27,44.6,1,0
2640.86,1,,69.73,40.51,1,0,,72.49,44.44,1,0
2641.07,1,,68.86,40.29,1,0,,72.49,44.3,1,0
2641.07,1,,68.86,40.29,1,0,,72.49,44.3,1,0
2641.19,1,,69.74,40.45,1,0,,71.65,44.49,1,0
2641.25,1,,68.81,40.7,1,0,,72.58,44.69,1,0
2641.34,1,,68.9,40.62,1,0,,72.68,44.61,1,0
2641.55,1,,68.9,40.62,1,0,,72.35,44.83,1,0
2641.55,1,,68.9,40.62,1,0,,72.03,44.37,1,0
2641.64,1,,68.82,40.1,1,0,,73.17,44.24,1,0
2641.86,1,,69.84,40.67,1,0,,73.4,44.78,1,0
2641.86,1,,69.84,40.67,1,0,,72.3,44.82,1,0
2642,1,,69.32,40.55,1,0,,72.83,44.76,1,0
2642.03,1,,69.38,40.31,1,0,,72.65,44.64,1,0
2642.16,1,,69.38,40.31,1,0,,73.92,44.7,1,0
2642.24,1,,69.57,40.41,1,0,,73.21,44.66,1,0
2642.33,1,,69,40.75,1,0,,71.98,44.46,1,0
2642.54,1,,68.54,40.42,1,0,,72.38,44.61,1,0
2642.54,1,,68.54,40.42,1,0,,72.17,44.31,1,0
2642.63,1,,68.54,40.42,1,0,,71.12,43.48,1,0
2642.85,1,,68.54,40.42,1,0,,73.39,43.72,1,0
2642.85,1,,68.54,40.42,1,0,,72.6,44.05,1,0
2642.93,1,,68.54,40.42,1,0,,72.62,44.29,1,0
2643.15,1,,68.54,40.42,1,0,,72.24,44.19,1,0
2643.15,1,,68.54,40.42,1,0,,72.52,43.93,1,0
2643.27,1,,69.09,39.28,1,0,,72.71,43.85,1,0
2643.38,1,,68.92,39.07,1,0,,72.14,43.6,1,0
2643.45,1,,68.92,39.07,1,0,,72.66,44.38,1,0
2643.53,1,,68.71,39.6,1,0,,73.03,44.36,1,0
2643.65,1,,68.81,39.26,1,0,,72.69,44.28,1,0
2643.74,1,,68.88,38.96,1,0,,72.58,44.46,1,0
2643.83,1,,69.82,38.28,1,0,,72.89,44.11,1,0
2643.92,1,,69.01,39.32,1,0,,72.64,44.61,1,0
2644.04,1,,69.04,39.45,1,0,,73.04,44.97,1,0
2644.14,1,,69.04,39.45,1,0,,73.75,45.05,1,0
2644.25,1,,68.8,39.44,1,0,,72.73,45.04,1,0
2644.34,1,,68.9,39.29,1,0,,73.43,44.96,1,0
2644.43,1,,68.37,39.79,1,0,,72.71,45.2,1,0
2644.52,1,,68.81,39.85,1,0,,73.14,45.29,1,0
2644.61,1,,69.21,39.81,1,0,,73.22,45.15,1,0
2644.74,1,,69.21,39.81,1,0,,73.16,45.33,1,0
2644.82,1,,68.93,39.22,1,0,,73.03,44.61,1,0
2644.91,1,,69.4,38.88,1,0,,73.12,44.14,0,1
2645.03,1,,69.54,39.31,1,0,,73.49,44.56,0,1
2645.12,1,,69.45,39.44,1,0,,73.53,44.48,0,1
2645.22,1,,69.45,39.44,1,0,,73.31,44.11,0,1
2645.34,1,,69.45,39.44,1,0,,72.32,44,0,1
2645.42,1,,69.11,38.77,1,0,,73.02,43.68,0,1
2645.54,1,,68.87,38.71,1,0,,72.27,44.08,0,1
2645.6,1,,68.72,39.3,1,0,,73.02,44.33,0,1
2645.81,1,,68.93,38.99,1,0,,73.14,44.59,0,1
2645.81,1,,68.93,38.99,1,0,,72.56,44.56,0,1
2645.9,1,,69.06,38.88,1,0,,72.72,44.71,0,1
2646.11,1,,69.1,39.36,1,0,,72.36,44.59,0,1
2646.11,1,,69.1,39.36,1,0,,72.82,45.18,0,1
2646.2,1,,69.1,39.36,1,0,,72.82,45.44,0,1
2646.35,1,,68.72,39.38,1,0,,73.26,45.17,0,1
2646.41,1,,68.84,39.21,1,0,,73.33,45.03,0,1
2646.53,1,,68.84,39.09,1,0,,72.56,44.89,0,1
2646.59,1,,68.84,39.09,1,0,,71.1,44.94,0,1
2646.8,1,,69.05,39.29,1,0,,72.75,45.36,0,1
2646.81,1,,69.05,39.29,1,0,,72.93,45.2,0,1
2646.89,1,,68.74,39.22,1,0,,73.03,45,0,1
2647.14,1,,68.08,38.54,1,0,,71.08,44.96,0,1
2647.14,1,,68.08,38.54,1,0,,72.75,44.59,0,1
2647.19,1,,68.08,38.54,1,0,,72.88,44.93,0,1
2647.31,1,,68.27,39.18,1,0,,72.72,44.7,0,1
2647.4,1,,68.27,39.18,1,0,,73.02,45.01,0,1
2647.49,1,,68.94,38.59,1,0,,73.13,44.44,0,1
2647.58,1,,68.94,38.59,1,0,,72.57,43.66,0,1
2647.79,1,,68.27,38.95,1,0,,72.74,44.5,0,1
2647.79,1,,68.27,38.95,1,0,,73.11,44.55,0,1
2647.92,1,,68.27,38.95,1,0,,72.81,43.78,0,1
2648.01,1,,68.27,38.95,1,0,,73.58,44.59,0,1
2648.16,1,,68.27,38.95,1,0,,72.45,43.94,0,1
2648.18,1,,68.27,38.95,1,0,,72.68,44.17,0,1
2648.3,1,,68.27,38.95,1,0,,72.92,44.35,0,1
2648.45,1,,68.61,38.79,1,0,,72.46,44.29,0,1
2648.48,1,,68.22,38.66,1,0,,72.89,43.97,0,1
2648.61,1,,69.81,38.54,1,0,,72.43,43.32,0,1
2648.7,1,,69.81,38.54,1,0,,72.76,43.41,0,1
2648.78,1,,68.39,38.99,1,0,,72.41,43.71,0,1
2648.88,1,,68.39,38.99,1,0,,73.25,43.81,0,1
2649.08,1,,69.03,38.91,1,0,,73.24,44.19,0,1
2649.08,1,,69.03,38.91,1,0,,73.11,43.57,0,1
2649.18,1,,69.03,38.91,1,0,,73.95,43.66,0,1
2649.32,1,,68.34,38.83,1,0,,74.77,44.04,0,1
2649.44,1,,68.49,39.27,1,0,,73.83,44.22,0,1
2649.5,1,,68.42,39.31,1,0,,74.04,43.98,0,1
2649.59,1,,65.89,38.84,1,0,,73.78,43.93,0,1
2649.68,1,,67.72,39.1,1,0,,73.36,43.54,0,1
2649.77,1,,67.31,39.2,1,0,,73.23,43.75,0,1
2649.86,1,,67.85,39.89,1,0,,73.88,44.2,0,1
2650.07,1,,68.33,40.37,1,0,,73.33,44.58,0,1
2650.08,1,,68.33,40.37,1,0,,72.82,44.36,0,1
2650.17,1,,68.64,40.41,1,0,,73.04,44.36,0,1
2650.38,1,,69.31,40.83,1,0,,72.95,44.02,0,1
2650.38,1,,69.31,40.83,1,0,,72.95,44.02,0,1
2650.58,1,,68.58,41.02,1,0,,72.6,43.99,0,1
2650.58,1,,68.58,41.02,1,0,,72.6,43.99,0,1
2650.68,1,,68.4,41.03,1,0,,72.67,43.58,0,1
2650.79,1,,68.29,40.88,1,0,,72.79,43.41,0,1
2650.85,1,,68.77,41.24,1,0,,73.04,43.66,0,1
2651.04,1,,68.77,41.24,1,0,,73.02,44.03,0,1
2651.06,1,,68.65,41.67,1,0,,72.59,43.54,0,1
2651.15,1,,68.53,41.67,1,0,,72.38,43.36,0,1
2651.36,1,,69.11,41.8,1,0,,73.39,43.16,0,1
2651.36,1,,69.11,41.8,1,0,,72.94,43.3,0,1
2651.51,1,,69.11,41.8,1,0,,72.26,43.56,0,1
2651.54,1,,69.11,41.8,1,0,,72.64,43.44,0,1
2651.66,1,,68.54,42.22,1,0,,72.58,43.18,0,1
2651.78,1,,68.16,42.24,1,0,,72.78,43.08,0,1
2651.87,1,,71,42.26,1,0,,71.74,42.66,0,1
2652.08,1,,69.01,43.01,1,0,,72.79,43.5,0,1
2652.08,1,,69.01,43.01,1,0,,72.79,43.5,0,1
2652.14,1,,69.71,42.99,1,0,,72.61,43.43,0,1
2652.32,1,,69.71,42.99,1,0,,70.97,43.4,0,1
2652.35,1,,69.42,42.91,1,0,,72.5,43.03,0,1
2652.45,1,,69.42,42.91,1,0,,72.61,43.55,0,1
2652.58,1,,69.71,43.54,1,0,,72.05,43.51,0,1
2652.68,1,,70.11,43.47,1,0,,71.59,43.79,0,1
2652.74,1,,70.11,43.47,1,0,,71.8,43.05,0,1
2652.83,1,,68.14,43.16,1,0,,72.73,42.4,0,1
2653.04,1,,69.61,43.78,1,0,,72.72,43.2,0,1
2653.04,1,,69.61,43.78,1,0,,72.72,43.2,0,1
2653.16,1,,69.61,43.78,1,0,,71.5,42.72,0,1
2653.28,1,,69.61,43.78,1,0,,70.7,43.15,0,1
2653.34,1,,69.61,43.78,1,0,,72.06,42.53,0,1
2653.43,1,,69.61,43.78,1,0,,71.91,42.66,0,1
2653.58,1,,69.61,43.78,1,0,,71.14,42.98,0,1
2653.64,1,,69.61,43.78,1,0,,72.98,42.73,0,1
2653.73,1,,69.86,43.73,1,0,,71.16,42.78,0,1
2653.85,1,,71.32,43.37,1,0,,71.69,42.38,0,1
2653.94,1,,69.74,43.61,1,0,,71.98,42.63,0,1
2654.03,1,,69.74,43.61,1,0,,72.17,42.94,0,1
2654.15,1,,70.73,43.96,1,0,,71.69,42.84,0,1
2654.24,1,,71.33,44.09,1,0,,71.21,43.05,0,1
2654.34,1,,71.33,44.09,1,0,,70.96,42.54,0,1
2654.48,1,,69.55,43.7,1,0,,71.45,42.45,0,1
2654.54,1,,69.06,44.05,1,0,,71.33,42.68,0,1
2654.64,1,,69.06,44.05,1,0,,70.65,42.82,1,0
2654.84,1,,69.06,44.05,1,0,,71.32,42.65,1,0
2654.84,1,,69.06,44.05,1,0,,71.32,42.65,1,0
2654.94,1,,69.06,44.05,1,0,,71,42.17,1,0
2655.03,1,,69.06,44.05,1,0,,70.79,42.51,1,0
2655.28,1,,69.06,44.05,1,0,,71.26,42.6,2,-1
2655.28,1,,69.06,44.05,1,0,,71.65,42.3,2,-1
2655.32,1,,69.06,44.05,1,0,,70.88,42.16,2,-1
2655.44,1,,69.58,43.91,1,0,,70.97,41.96,2,-1
2655.53,1,,70.3,44.06,1,0,,71.35,42.29,2,-1
2655.62,1,,70.3,44.06,1,0,,70.83,42.36,2,-1
2655.83,1,,70.21,44.03,1,0,,70.79,42.22,2,-1
2655.84,1,,70.21,44.03,1,0,,70.97,42.05,2,-1
2655.93,1,,70.21,44.03,1,0,,71.32,41.9,2,-1
2656.05,1,,69.98,43.91,1,0,,70.93,42.08,2,-1
2656.1,1,,68.8,43.78,1,0,,70.77,42.31,2,-1
2656.25,1,,68.8,43.78,1,0,,70.55,42.25,2,-1
2656.31,1,,70.82,44.02,1,0,,71.13,42.07,2,-1
2656.4,1,,70.24,43.63,1,0,,70.03,41.81,2,-1
2656.62,1,,69.72,44.14,1,0,,70.13,42.18,2,-1
2656.62,1,,69.72,44.14,1,0,,70.06,41.94,2,-1
2656.71,1,,70.49,44.06,1,0,,70.19,41.77,2,-1
2656.91,1,,70.14,43.67,1,0,,70.56,41.61,2,-1
2656.91,1,,70.14,43.67,1,0,,70.3,41.34,2,-1
2657.08,1,,69.61,43.59,1,0,,70.27,40.97,2,-1
2657.09,1,,70.23,43.41,1,0,,69.91,41.15,2,-1
2657.34,1,,70.53,43.61,1,0,,70.28,41.11,2,-1
2657.34,1,,70.53,43.61,1,0,,69.71,40.96,2,-1
2657.39,1,,70.33,43.57,1,0,,69.65,40.71,2,-1
2657.55,1,,70.33,43.57,1,0,,70.78,40.99,2,-1
2657.6,1,,69.83,43.8,1,0,,70.2,40.98,2,-1
2657.69,1,,69.56,43.72,1,0,,69.95,41.06,2,-1
2657.81,1,,69.56,43.72,1,0,,70.24,40.9,2,-1
2657.9,1,,69.94,43.88,1,0,,70.05,41.11,2,-1
2657.99,1,,69.55,43.61,1,0,,70.01,40.4,2,-1
2658.08,1,,69.55,43.61,1,0,,69.53,40.61,2,-1
2658.36,1,,70.15,42.87,1,0,,69.56,40.79,2,-1
2658.36,1,,70.15,42.87,1,0,,69.46,40.64,2,-1
2658.38,1,,70.15,42.87,1,0,,69.79,40.54,2,-1
2658.59,1,,70.15,42.87,1,0,,69.03,40.6,2,-1
2658.59,1,,70.15,42.87,1,0,,69.03,40.6,2,-1
2658.68,1,,70.15,42.87,1,0,,69.41,40.7,2,-1
2658.81,1,,70.15,42.87,1,0,,70.52,40.39,2,-1
2658.89,1,,69.53,41.1,1,0,,69.18,39.87,2,-1
2658.98,1,,69.53,41.1,1,0,,69.59,40.02,2,-1
2659.1,1,,69.13,41.13,1,0,,68.96,40.31,2,-1
2659.19,1,,69.13,41.13,1,0,,69.91,40.56,2,-1
2659.28,1,,69.13,41.13,1,0,,69.01,40.52,2,-1
2659.4,1,,69.45,41.27,1,0,,69.98,40.56,4,-2
2659.49,1,,69.45,41.27,1,0,,69.94,40.23,4,-2
2659.58,1,,69.13,41.5,1,0,,71.06,40.02,4,-2
2659.67,1,,69.4,41.23,1,0,,69.49,40.37,4,-2
2659.79,1,,69.4,41.23,1,0,,69.23,40.52,4,-2
2659.88,1,,69.35,41.38,1,0,,69.62,40.53,4,-2
2660,1,,69.16,40.66,1,0,,69.62,40.42,4,-2
2660.09,1,,69.25,40.04,1,0,,69.99,40.34,4,-2
2660.24,1,,69.18,40.18,1,0,,70.25,40.52,4,-2
2660.27,1,,68.38,40.17,1,0,,69.41,40.99,4,-2
2660.36,1,,69.48,39.64,1,0,,69.16,40.97,4,-2
2660.48,1,,69.48,39.64,1,0,,69.44,41.05,4,-2
2660.57,1,,68.64,39.91,1,0,,69.51,41.18,4,-2
2660.66,1,,68.47,39.51,1,0,,68.4,41.16,4,-2
2660.87,1,,67.92,39.66,1,0,,70.23,42.11,4,-2
2660.87,1,,67.92,39.66,1,0,,70.23,42.11,4,-2
2661.02,1,,67.92,39.66,1,0,,69.1,42.32,4,-2
2661.08,1,,67.93,39.42,1,0,,68.95,42.56,4,-2
2661.17,1,,67.83,39.01,1,0,,69.87,42.71,4,-2
2661.26,1,,68.51,38.81,1,0,,68.71,42.68,4,-2
2661.38,1,,68.22,38.88,1,0,,69.26,42.96,4,-2
2661.59,1,,67.33,38.79,1,0,,68.09,43.11,4,-2
2661.59,1,,67.33,38.79,1,0,,69.14,43.03,4,-2
2661.65,1,,67.47,38.57,1,0,,68.96,42.98,4,-2
2661.78,1,,67.47,38.57,1,0,,68.82,43.18,4,-2
2661.86,1,,68.07,38.27,1,0,,68.59,42.95,4,-2
2662.08,1,,67.77,38.06,1,0,,69.27,43.25,4,-2
2662.08,1,,67.77,38.06,1,0,,68.68,43.29,4,-2
2662.16,1,,67.47,37.84,1,0,,69.14,43.47,4,-2
2662.25,1,,67.96,37.69,1,0,,69.32,43.59,4,-2
2662.35,1,,67.96,37.69,1,0,,68.58,43.6,4,-2
2662.62,1,,67.74,37.73,1,0,,68.65,44.17,4,-2
2662.62,1,,67.74,37.73,1,0,,69.47,44.48,4,-2
2662.67,1,,65.89,37.33,1,0,,69.52,44.57,4,-2
2662.76,1,,67.33,37.7,1,0,,69.16,44.47,4,-2
2662.86,1,,67.33,37.7,1,0,,69.54,44.54,4,-2
2663.01,1,,67.56,37.45,1,0,,69.23,44.73,4,-2
2663.07,1,,67.56,37.45,1,0,,71.01,45.05,4,-2
2663.15,1,,67.19,37.9,1,0,,69.43,44.73,4,-2
2663.25,1,,67.19,37.9,1,0,,69.93,44.41,4,-2
2663.51,1,,66.99,37.58,1,0,,69.87,44.1,4,-2
2663.51,1,,66.99,37.58,1,0,,68.91,44.23,4,-2
2663.54,1,,66.99,37.58,1,0,,69.18,44.39,4,-2
2663.64,1,,68.07,38.06,1,0,,70.04,44.65,4,-2
2663.84,1,,68.27,37.97,1,0,,70.17,44.41,4,-2
2663.84,1,,68.27,37.97,1,0,,69.71,44.47,4,-2
2663.99,1,,68.05,37.98,1,0,,69.33,44.41,2,-1
2664.05,1,,67.44,38.78,1,0,,69.88,45.33,2,-1
2664.14,1,,68.16,38.77,1,0,,70.25,45.15,2,-1
2664.23,1,,67.66,38.65,1,0,,70.31,45.25,2,-1
2664.48,1,,67.66,38.65,1,0,,68.81,45.32,2,-1
2664.49,1,,68.05,38.71,1,0,,70.63,45.36,2,-1
2664.53,1,,68.41,39.18,1,0,,69.67,45.57,2,-1
2664.63,1,,68.41,39.18,1,0,,70.56,45.73,2,-1
2664.78,1,,67.75,39.59,1,0,,69.36,45.78,2,-1
2664.83,1,,68.36,40,1,0,,70.36,45.78,2,-1
2664.92,1,,69.87,39.36,1,0,,71.71,45.59,2,-1
2665.04,1,,68.2,40.08,1,0,,70.4,46.24,2,-1
2665.17,1,,68.2,40.08,1,0,,70.35,46.03,2,-1
2665.25,1,,68.2,40.08,1,0,,71.17,45.99,2,-1
2665.34,1,,68.2,40.08,1,0,,71,45.87,2,-1
2665.44,1,,68.2,40.08,1,0,,70.8,45.77,2,-1
2665.52,1,,68.2,40.08,1,0,,71.17,45.6,2,-1
2665.61,1,,68.2,40.08,1,0,,71.08,45.93,2,-1
2665.74,1,,68.2,40.08,1,0,,71.63,46.01,2,-1
2665.83,1,,68.2,40.08,1,0,,71.58,46.14,2,-1
2665.92,1,,69.27,40.81,2,-1,,70.87,46.04,2,-1
2666.03,1,,70.19,40.89,2,-1,,71.93,46.28,2,-1
2666.12,1,,69.8,41.29,2,-1,,72,46.67,2,-1
2666.25,1,,69.8,41.29,2,-1,,72.59,46.81,2,-1
2666.33,1,,69.91,41.49,2,-1,,71.58,47.03,2,-1
2666.51,1,,70.21,41.53,2,-1,,71.4,46.85,2,-1
2666.51,1,,70.21,41.53,2,-1,,71.64,46.82,2,-1
2666.75,1,,69.65,42.07,2,-1,,72.11,47.11,2,-1
2666.75,1,,69.65,42.07,2,-1,,72.3,47.3,2,-1
2666.81,1,,69.59,41.98,2,-1,,72.37,47.28,2,-1
2666.9,1,,69.59,41.98,2,-1,,73.35,46.85,2,-1
2667.11,1,,69.31,41.56,2,-1,,72.17,47.26,2,-1
2667.11,1,,69.31,41.56,2,-1,,72.17,47.26,2,-1
2667.21,1,,69.31,41.56,2,-1,,71.91,47.36,2,-1
2667.41,1,,70.01,42.04,2,-1,,72.36,47.74,2,-1
2667.41,1,,70.01,42.04,2,-1,,72.05,47.2,2,-1
2667.53,1,,69.96,41.85,2,-1,,72.34,47.1,2,-1
2667.63,1,,69.96,41.85,2,-1,,72.19,46.82,2,-1
2667.83,1,,70.41,42.05,2,-1,,72.39,47.14,2,-1
2667.83,1,,70.41,42.05,2,-1,,72.39,47.14,2,-1
2667.89,1,,70.15,41.66,2,-1,,72.45,47,2,-1
2668.1,1,,69.54,41.78,2,-1,,72.03,47,2,-1
2668.1,1,,69.54,41.78,2,-1,,72.03,47,2,-1
2668.19,1,,69.72,41.62,2,-1,,72.08,47.05,0,1
2668.31,1,,69.72,41.62,2,-1,,72.6,47.96,0,1
2668.4,1,,70.58,42.07,2,-1,,72.99,47.61,0,1
2668.52,1,,69.94,41.89,2,-1,,72.89,47.6,0,1
2668.62,1,,69.94,41.89,2,-1,,72.59,47.56,0,1
2668.83,1,,69.86,41.93,2,-1,,72.46,47.51,0,1
2668.83,1,,69.86,41.93,2,-1,,73.87,47.8,0,1
2668.88,1,,69.8,42.08,1,0,,73.33,48.29,0,1
2669.03,1,,69.89,42,1,0,,73.06,47.76,0,1
2669.09,1,,69.88,41.81,1,0,,72.98,47.71,0,1
2669.18,1,,69.88,41.81,1,0,,70.82,47.37,0,1
2669.3,1,,70.27,41.83,1,0,,72.96,47.91,0,1
2669.39,1,,70.27,41.83,1,0,,72.69,47.92,0,1
2669.48,1,,69.69,41.94,1,0,,72.52,47.88,0,1
2669.69,1,,69.69,41.94,1,0,,73.13,47.9,0,1
2669.69,1,,69.69,41.94,1,0,,73,47.77,0,1
2669.78,1,,69.83,41.58,1,0,,73.15,47.77,0,1
2669.91,1,,69.83,41.58,1,0,,72.99,47.51,0,1
2669.99,1,,69.88,41.93,1,0,,73.11,48.02,0,1
2670.11,1,,70,41.73,1,0,,73.15,47.96,0,2
2670.18,1,,70,41.73,1,0,,72.9,47.35,0,2
2670.29,1,,70,41.73,1,0,,73.7,47.79,0,2
2670.45,1,,69.31,41.45,1,0,,72.94,47.82,0,2
2670.5,1,,70.18,41.63,1,0,,72.94,47.91,0,2
2670.59,1,,70.95,41.94,1,0,,75.49,48.08,0,2
2670.68,1,,70.19,41.48,1,0,,73.39,47.59,0,2
2670.77,1,,69.76,41.19,1,0,,73.51,47.56,0,2
2671.01,1,,69.84,41.46,1,0,,73.66,47.32,0,2
2671.04,1,,69.84,41.46,1,0,,73.62,47.64,0,2
2671.07,1,,70.01,41.44,1,0,,72.36,47.62,0,2
2671.17,1,,70.01,41.44,1,0,,73.52,47.13,0,2
2671.38,1,,69.29,40.92,1,0,,73.46,47.41,0,2
2671.38,1,,69.29,40.92,1,0,,73.8,47.46,0,2
2671.58,1,,70.82,40.7,1,0,,73.22,47.69,0,2
2671.58,1,,70.82,40.7,1,0,,73.22,47.69,0,2
2671.79,1,,69.04,41.08,1,0,,73.34,47.69,0,2
2671.79,1,,69.04,41.08,1,0,,72.81,47.67,0,2
2671.88,1,,69.04,41.08,1,0,,73.77,47.64,0,2
2672.09,1,,69.23,41.49,1,0,,73.53,47.91,0,2
2672.12,1,,69.23,41.49,1,0,,73.32,48.03,0,2
2672.15,1,,69.23,41.49,1,0,,73.2,48.06,0,2
2672.28,1,,69.95,41.34,1,0,,72.73,47.91,0,2
2672.37,1,,69.95,41.34,1,0,,73.3,47.87,0,2
2672.57,1,,69.65,41.54,1,0,,72.06,47.6,0,2
2672.58,1,,69.65,41.54,1,0,,73.84,48.32,0,2
2672.66,1,,69.92,41.54,1,0,,74.04,48.01,0,2
2672.75,1,,68.8,41.12,1,0,,73.47,47.89,0,2
2672.94,1,,68.8,41.12,1,0,,73.17,47.84,0,2
2672.99,1,,69.79,41.19,1,0,,73.5,47.61,0,2
2673.05,1,,69.78,41.35,0,1,,73.95,47.77,0,2
2673.24,1,,68.96,41.54,0,1,,73.53,47.72,0,2
2673.27,1,,69.83,41.34,0,1,,73.3,47.62,0,2
2673.35,1,,69.7,41.22,0,1,,73.68,47.58,0,2
2673.45,1,,69.7,41.22,0,1,,73,46.93,0,2
2673.56,1,,69.5,41.06,0,1,,73.62,47.26,0,2
2673.66,1,,69.5,41.06,0,1,,72.97,47.67,0,2
2673.74,1,,69.54,41.02,0,1,,73.64,47.65,0,2
2674.04,1,,69.41,41.06,0,1,,73.21,47.96,0,2
2674.04,1,,69.41,41.06,0,1,,73.21,47.96,0,2
2674.04,1,,69.41,41.06,0,1,,73.53,47.67,0,2
2674.25,1,,69.65,41.65,0,1,,72.99,47.89,0,2
2674.25,1,,69.65,41.65,0,1,,73.33,47.98,0,2
2674.34,1,,69.73,41.53,0,1,,73.64,47.93,0,2
2674.44,1,,69.73,41.53,0,1,,73.69,47.52,0,2
2674.68,1,,69.5,41.21,0,1,,73.76,47.81,0,2
2674.68,1,,69.5,41.21,0,1,,73.73,47.79,0,2
2674.77,1,,69.5,41.21,0,1,,73.41,47.93,0,2
2674.88,1,,69.09,41.57,0,1,,73.36,48.57,0,2
2674.94,1,,69.59,41.76,0,1,,74.01,47.93,0,2
2675.03,1,,70.04,41.33,0,1,,74.19,47.86,0,2
2675.24,1,,68.97,41.31,0,1,,74.94,47.3,0,2
2675.24,1,,68.97,41.31,0,1,,74.34,47.6,0,2
2675.33,1,,69.86,41.63,0,1,,73.88,47.84,0,2
2675.43,1,,69.86,41.63,0,1,,74.18,47.4,0,2
2675.54,1,,69.39,41.39,0,1,,74.28,47.16,0,2
2675.63,1,,69.39,41.39,0,1,,73.91,46.43,0,2
2675.84,1,,70.11,41.2,0,1,,75.05,45.28,0,2
2675.84,1,,70.11,41.2,0,1,,73.75,44.87,0,2
2675.93,1,,68.97,41.32,0,1,,73.38,43.2,0,1
2676.02,1,,69.48,40.68,0,1,,72.56,42.02,0,1
2676.14,1,,69.48,40.68,0,1,,71.61,41.14,0,1
2676.23,1,,69.58,40.73,0,1,,71.27,40.58,0,1
2676.32,1,,67.4,40.71,0,1,,71.43,40.31,0,1
2676.45,1,,67.4,40.71,0,1,,71.75,40.48,0,1
2676.53,1,,69.69,40.36,1,0,,71.65,41.23,0,1
2676.62,1,,69.54,40.41,1,0,,72.75,41.51,0,1
2676.83,1,,69.13,40.38,1,0,,73.14,41.28,0,1
2676.83,1,,69.13,40.38,1,0,,72.08,41.55,0,1
2676.92,1,,69.22,40.14,1,0,,71.55,41.06,0,1
2677.01,1,,69.83,39.69,1,0,,71.16,41.6,0,1
2677.25,1,,68.75,40.1,1,0,,71.47,41.48,0,1
2677.25,1,,68.75,40.1,1,0,,72.48,40.83,0,1
2677.31,1,,69.21,39.85,1,0,,71.07,40.48,0,1
2677.43,1,,68.93,39.88,1,0,,70.44,39.6,0,1
2677.52,1,,69.13,39.84,1,0,,71.03,40.36,0,1
2677.61,1,,69.13,39.84,1,0,,70.85,40.75,0,1
2677.82,1,,69.38,40.02,1,0,,71.31,40.7,0,1
2677.83,1,,69.38,40.02,1,0,,70.93,40.82,0,1
2677.92,1,,69.38,40.02,1,0,,71.15,40.2,0,1
2678.01,1,,69.03,39.89,1,0,,71.46,39.83,0,1
2678.24,1,,69.35,40.28,1,0,,72.15,40.13,0,1
2678.25,1,,69.35,40.28,1,0,,70.58,40.15,0,1
2678.3,1,,68,40.02,1,0,,70.4,39.89,0,1
2678.42,1,,68.52,40.03,1,0,,70.76,39.25,0,1
2678.51,1,,68.25,39.79,1,0,,70.8,39.54,0,1
2678.66,1,,68.54,39.67,1,0,,71.33,39.36,0,1
2678.69,1,,68.54,39.67,1,0,,72.39,40.02,0,1
2678.81,1,,68.54,39.67,1,0,,71.39,40.31,0,1
2678.9,1,,68.39,39.7,1,0,,71.51,39.99,0,1
2678.99,1,,68.39,39.7,1,0,,70.8,39.85,0,1
2679.29,1,,68.8,39.52,1,0,,70.73,39.47,1,0
2679.29,1,,68.8,39.52,1,0,,70.73,39.47,1,0
2679.29,1,,68.8,39.52,1,0,,71.01,39.96,1,0
2679.38,1,,68.79,39.81,1,0,,70.38,39.76,1,0
2679.5,1,,68.72,39.53,1,0,,70.56,39.59,1,0
2679.59,1,,68.64,39.3,1,0,,70.61,39.38,2,-1
